sku;categories;family;name;description
8968978;cameras_sales,trust,webcams;webcams;Trust Urban Revolt;Stand out now! Express your style with this urban design headset. High quality design with integrated microphone and 40mm drivers for great sound performance. Works with your notebook, PC, MP3 player, iPod, iPhone, iPad, Blackberry, PSP and Nintendo DS. Comfortable and light weight design with adjustable headband and big soft ear pads to fully enjoy your music. With inline-microphone making it suitable for chatting, online gaming sessions and telephony applications such as Skype. 1 meter cable attached and extra 1 meter converter cable to connect your notebook or PC. With button to mute PC microphone or pickup calls when using iPhone, Blackberry and Skype for iPad. Webcam with 640 x 480 hardware resolution for sharp image, ideal for MSN/Live Messenger, Skype etc. USB 2.0 high quality video for sharp & smooth video quality in Skype and YouTube. Driverless technology: no need to install a driver, just plug & go. Self-adjusting clamp to attach to notebook LCD screens and flat panel monitors or place on flat surfaces.
18152125;audio_video_sales,mp3_players,sony;mp3_players;Sony NWZ-E463N MP3 player & recorder;Sony NWZ-E463N
11854320;cameras_sales,digital_cameras,ricoh;digital_cameras;Ricoh CX 6;<b>Imaging processing performance that places a premium on pure image quality.</b>\n<b>Back-illuminated CMOS sensor + Smooth Imaging Engine IV</b>\nThe CX6 boasts a back-illuminated CMOS image sensor combined with advanced Smooth Imaging Engine IV image processing. Poorly-lit indoor or night scenes are rendered in pure, unblemished quality, as of course are brightly-lit subjects. An output pixel interpolation algorithm residing in dedicated logic circuits in the imaging engine reduces loss of detail in highlights to faithfully recreate high-contrast scenes exactly as they appear to the naked eye.\n\n<b>RICOH Pure Image Quality Technology</b>\nThe imaging philosophy that lies at the root of all Ricoh digital cameras: not just "high image quality" but "pure image quality, true to what is perceived by the naked eye." This is achieved through three core technologies—a low-distortion lens with true-to-life imaging properties, an image sensor with superior high-sensitivity performance, and an imaging engine that reproduces images in minute detail—that have been designed and developed as a single mechanism, offering unsurpassed resolution and faithful, unaffected color reproduction.\n\n<b>Breathtakingly pure beauty with each shot.</b>\n<b>Breakthrough noise reduction function</b>\nThe camera's noise reduction algorithm processes the image signal as it is output from the CMOS image sensor, reducing the image noise that tends to occur in photographs taken at high sensitivities. The result is beautiful, limpid photographs with details, tones, and colors as vivid as those seen in the original subject.\n\n<b>Super-resolution technology for high-resolution image quality</b>\n<b>for everything from normal photography to zoom and macro shooting.</b>\nThe CX6's super-resolution technology discerns the outlines, details, and gradations in the image automatically and processes the photograph based on the optimal settings for each. This allows the camera to record images with even higher resolution than with previous models.\n\n<b>Corrects for even slight hand-motion blur.</b>\n<b>Image sensor shift image stabilizer</b>\nThe image sensor shift image stabilizer function reduces the hand-motion blurring that tends to occur in situations such as telephoto and macro shooting. When blurring is detected, the CMOS sensor automatically compensates by shifting in a direction that eliminates the blur.
10809937;aoc,pc_monitors,tvs_projectors_sales;pc_monitors;AOC e950Sw;This environmentally friendly LCDA liquid crystal display (LCD) is an electro-optical amplitude modulator realized as a thin, flat display device made up of any number of color or monochrome pixels arrayed in front of a light source or reflector. monitor is both Energy-Star and EPEAT Gold certified. Along with an energy-saving Eco Mode, the monitor offers impressive image quality with a 16:9 aspect ratio, 5ms response time and 20,000,000:1 dynamic contrast ratio. The wall-mountable monitor features a Kensington security slot, user-friendly graphical OSD menu and direct-insert horizontal connectors.
19535631;audio_video_sales,mp3_players,philips;mp3_players;Philips SA5MXX04RFC;Philips SA5MXX04RFC. MP3 bit rates: 8 - 320, WMA bit rates: 5 - 192. Supported radio bands: FM. Dimensions (WxDxH): 24.5 x 15.9 x 82.4
16003454;audio_video_sales,mp3_players,philips;mp3_players;Philips SA1ARA08KI Ariaz 8 GB* MP3 video player;"Enjoy an unrivalled sound experience with the Philips GoGear Ariaz Portable AV Player featuring FullSound™. It's a real joy to use; you can download online videos to the player and easily navigate content on its 2"" full colour display."
7824620;cameras_sales,logitech,webcams;webcams;Logitech C270;<b>Logitech HD Webcam C270</b>\n<b>HD 720p video calling that’s simple.</b>\n\n<b>Call in HD</b>\nEnjoy widescreen HD 720p video calls on most major IMs and Logitech Vid™ HD.\n\n<b>Smile</b>\nYour friends and family will see you in lifelike detail with 3-megapixel photos.\n\n<b>Speak out</b>\nYou can be heard loud and clear thanks to a built-in microphone that reduces background noise.\n\n<b>HD video calls</b>\nYou’ll get HD 720p video calling on most major instant messaging applications and Logitech Vid™ HD.\n\n<b>Includes Logitech Vid™ HD</b>\nNow HD video calling is free, fast and easy for you and anyone you want to talk to. It’s built into your webcam setup, so you can call right away.\n\n<b>RightLight™ technology</b>\nIt automatically adjusts the image during your call, so you look your best even in dim light.\n\n<b>Free video editing software</b>\nLogitech has teamed up with MAGIX to offer MAGIX™ Photo Manager 9 and MAGIX™ Video Easy with your new Logitech webcam.\n\n<b>3-megapixel snapshots</b>\nIt’s easy to take snapshots when you don’t have time for a video call (software enhanced).\n\n<b>Built-in mic with RightSound™</b>\nIt gives you clear conversations without annoying background noise.\n\n<b>IM compatibility</b>\nWorks with Skype™, Windows Live™ Messenger, Yahoo!® Messenger, AOL® Instant Messenger (AIM®) and other popular instant messaging applications.
1336006;iiyama,pc_monitors,tvs_projectors_sales;pc_monitors;iiyama ProLite B1702S-B2;"The new ‘B’ series of displays from iiyama means what it stands for; Business. The impressive specification and feature set offers superb picture quality and flexibility for Business applications with integrated Height Adjustability in the stand. The core component is a high-grade TN panel with a 1.3 megapixel resolution, high contrast ratio and powerful brightness ensuring optimum picture quality. Comprising of both Analogue and Digital inputs with free Digital cable compatibility with your system is assured.  The PLB1702S is available in Black or Ivory."
14067910;dell,multifunctionals,print_scan_sales;multifunctionals;DELL V725w;Print, scan, copy and fax, and get professional results. The full-featured V725w All-in-One Wireless Inkjet Printer can keep you productive and efficient.\n\n- Enjoy 4-in-one convenience: Use one space-saving device to print, scan, copy and fax. Easily navigate printer menus with a 2.4" colour LCD display.\n- Use customizable shortcuts: One-touch shortcuts streamline tasks. For example, create a "scan to email" shortcut to send scans directly to an email account.\n- Save time and energy: Gain efficiency with fast speeds, hands free 50-page ADF and two-sided printing. The Eco-Mode button helps save energy.\n- Get connected: Access your V725w through its built-in Ethernet and embedded wireless 802.11b/g/n1.\nPrint directly from mobile devices: Print directly from your AndroidTM mobile device with Dell Mobile Print or from your iPad® , iPhone® and iPod touch® with AirPrintTM\n\nPrint, scan, copy and fax quickly and easily with the DellTM V725w All-in-One Wireless Inkjet Printer.\nBe efficient and well connected: Save space with one device to handle all your printing, scanning, copying and faxing needs. With Ethernet and wireless1 connectivity, multiple users can print from anywhere within your home or small office. Plus, now you can print directly from Android mobile devices via Dell Mobile Print or from iOS mobile devices via AirPrint3.\n\nSimplify with shortcuts: Create customizable shortcuts and streamline the steps needed to tackle frequent tasks. You can create a "Scan to Email" shortcut, then send the scan directly to an email account. "Scan to Network" and "ID Card Copy" shortcuts are also available.\n\nGet maximum convenience: Navigate menus without turning on your PC with the 2.4" colour LCD display. Simplify tasks with handsfree copying, scanning or faxing of up to 50-pages at a time. Plus, save time and paper with automatic two-sided printing.\n\nStep up to professional quality at an outstanding value.\n\nRemarkable image quality and impressive print speeds make everyday jobs easier than ever.\n- Save valuable time: Count on outstanding print speeds for your home and small office tasks. Print up to 35 ppm in black and up to 30 ppm in colour (draft speed) as well as up to 10 ppm in black and 6 ppm in colour (ISO speed).4\n- Get brilliant photos and sharp documents: From personal photos to colourful office charts, experience vivid imagery with up to 4800x1200 dpi resolution. Enjoy crisp, professional-looking documents whether you’re printing, copying, scanning and faxing.\n- Find more ways to save: With Dell individual inks, you’ll only need to replace the cartridge that runs out of ink.5 For frequent printing, opt for high and extra high capacity replacement cartridges offering additional savings.\n\nConserve where you can with the energy-conscious design and features of the V725w All-in-One Wireless Inkjet Printer.\n- Eco-Mode: When engaged, the Eco-Mode enables two-sided printing and dimming of the LCD display when it’s not in use. The Eco-Mode button also switches your V725w into power saver mode after 10 minutes of nonuse for additional cost and energy savings.\n- Responsible recycling: Return your empty ink cartridges to Dell and take advantage of free recycling. Visit www.dell.com/recycle for details.\n- Choose an environmentally-conscious design: Rest assured your V725w All-in-One Wireless Inkjet Printer is designed and built in compliance with the latest environmental standards, including WEEE, RoHS and Energy Star® .
128283;audio_video_sales,logitech,loudspeakers;loudspeakers;Logitech S100;Designed to look as good as they sound, the Logitech S100 stereo speakers deliver great sound and great value in a package optimized for PC integration. Available in either a Midnight Black or Sea Grey color scheme, these speakers complete the Logitech OEM desktop peripheral range. The speakers are easily controlled with a convenient volume knob to the right side of the right speaker. The audio headset jack can be found just below the volume knob when private listening is desired.
14357245;brother,laser_led_printers,print_scan_sales;laser_led_printers;Brother HL-2135W;Brother's HL-2135W mono laser printer is the perfect choice for the home or small business office. Compact yet capable of delivering exceptional quality and performance, it will consistently meet the needs of a busy workload. With Brother's One Touch Wireless Connection as standard, it offers the flexibility to work anywhere as well as the ability to share with other users.\n\nAffordable to buy and affordable to run too, it comes with many time and money-saving features including 700 (1000 optional) page toner cartridges , separate drum unit, toner save mode, N-in-1 print (ability to print multiple pages onto a single sheet) and deep sleep mode, reducing energy when not in use.
13526679;pc_monitors,philips,tvs_projectors_sales;pc_monitors;Philips 19S4LSB;<b>Sustainable productivity with energy efficient LED display</b>\n\nThe Philips LED display using 25% recycled materials and PVC, BFR free housing is ideal\nfor eco-friendly productivity\n\n<b>Sustainable Eco-design</b>\n\n- 25% recycled material with EPEAT Gold\n- PVC-BFR free housing\n- 100% recyclable packaging\n- Zero mercury content\n- SmartPower: Up to 50% power saving\n- 0.1 watt Soft-Off mode\n\n<b>Great performance</b>\n\n- LED technology ensures natural colors\n- SmartContrast gives enhanced rich black details\n- TrueVision ensures lab quality images\n\n<b>Easy to experience</b>\n\n- Modern Touch controls\n- SmartImage presets for easy optimized image settings\n- SmartControl for easy performance tuning
3466711;cameras_sales,hp,webcams;webcams;HP Pro Webcam;"<span style=""font-size: larger; font-weight: bold;"">Overview</span>\n<br />\nFun and easy to use, the HP Pro Webcam makes it simple to enjoy face-to-face web chats and capture short videos.\n<br />\n<br />\n<span style=""font-size: larger; font-weight: bold;"">Features</span>\n<br />\n• With up to 30 frames per second, the HP Pro Webcam delivers smooth, natural body motion for a more true-to-life web viewing experience.\n<br />\n<br />\n• The integrated microphone and plug-and-play USB connection make installation easy, while the snapshot button allows quick photo capture.\n<br />\n<br />\n• You can edit and share short videos with Arcsoft Video Impression, and edit and retouch photos with Arcsoft Photo Impression.\n<br />\n<br />\n• Compatibility with AIM™, MSN® Messenger, Skype®, and Yahoo!® Messenger makes it easy to chat face-to-face.\n<br />\n<br />\n• The ability to tilt and pan the camera enables you to show want you want without moving the camera away from the monitor. Designed for flexibility, you can equally fix it on a LCD monitor or simply place it on a table."
136945;audio_video_sales,loudspeakers,sony;loudspeakers;Sony Speaker set SS-SP50FW;2-components silver speaker set for SONY FWD-50PX1
12836033;fujitsu,print_scan_sales,scanners;scanners;Fujitsu fi-6130Z;"Designed with innovative features, the Fujitsu fi-6130Z scanner offers outstanding price/performance value in a compact footprint, conserving both space and budget.\n\n<b>Scanning Performance</b>\nWith duplex scanning speeds of up to 80 images per minute in Color, Grayscale, and Black & White, the fi-6130Z also delivers uncompromised high-resolution performance of up to 60 images per minute at an astounding 300 dpi resolution for high accuracy OCR and bar code recognition. Combined with one of the most advanced paper separation features in its class, the fi-6130Z employs reversing roller technology and a host of intelligent functions to provide exceptional feeding reliability for a wide variety of document types.\n\n- Continuous hard and embossed card scanning up to 1.4mm thick;\n- Ultrasonic Double-feed Detection sensor for security against lost images;\n- Intelligent Multi-Feed Function for efficiently scanning overlapped documents like taped receipts;\n- Paper Protection sensor to stop a jam before it happens;\n- Long document support up to 10 feet.\n\n<b>Centralized Efficiency</b>\nWhether the infrastructure is fixed or expanding, managing technology efficiently inside the organization is key to reducing total cost of ownership and the Fujitsu fi-6130Z provides system administrators with advanced software tools to centrally manage the scanner more productively and cost effectively.\n\n- Agent, console and server remote scanner management;\n- Real-time Fujitsu scanner inventory;\n- Status and alert monitoring;\n- Centralized driver update deployment;\n- Consumable management.\n\n<b>Fully Loaded One Box Solution</b>\nFujitsu fi-6130Z workgroup scanner conveniently includes everything in the box to get organizations up and scanning. With Kofax VRS® Professional and ScandAll PRO software users get image enhancement functionality as well as the option of scanning directly to PDF, file, print or batch."
11057377;lenovo,pc_monitors,tvs_projectors_sales;pc_monitors;Lenovo ThinkVision LT2252p;For large enterprises that demand performance, quality, and green values, Lenovo introduces the ThinkVision LT2252p.The LT2252p offers multiple input options for hardware compatibility – VGA, DVI-D and DisplayPort .A color gamut of 72%, higher resolution and contrast ratio gives you the best screen space and clarity needed to be productive. The monitor complements the speed of your ThinkCentre with lightning fast 5 milliseconds response times. Collaboration is more effective with lift, tilt, pivot and swivel features. With no comprise on quality, the LT2252p offers remarkable savings with certifications for green energy.\n\n<b>Features & Benefits:</b>\n\n- Native resolution of 1680x1050\n- White LED backlight\n- Aspect ratio: 16:10\n- Brightness: 250 cd/m2 (typical)\n- Contrast ratio: 1000:1 (typical)\n- View angles(Horizontal/Vertical, @CR=10:1): 170 degrees / 160 degrees\n- Respond time: 5ms (on/off, typical)\n- Lift, Tilt swivel and pivot stand\n- VGA, DVI-D, DisplayPort connections\n- Compliance with ENERGY STAR 5.1 requirements\n- TCO certified Edge 1.1\n- Mercury / Arsenic free Glass\n- Kensington Lock slot support for security\n- Meets 100mm VESA standard(1) for mounting\n- Cable Management for better user experience
18660242;avision,print_scan_sales,scanners;scanners;Avision MiWand 2L Pro;<b>A mobile scanner that scans anywhere, anytime</b>\nExperience the efficiency and convenience of a truly mobile scanner! Powered only by 2x AA alkaline batteries, the MiWand 2 Pro is a mobile scanner that allows you to scan without a computer or software. Simply gliding the scanner over the surface of a page and the scan is done. The images are then saved to a Micro SD card up to 32G.\n\n<b>Wireless design, scan images anywhere</b>\nThe brand new portable scanner can be operated with a single hand. Powered by alkaline batteries, you do not need to carry a heavy power adapter and hunt for an electric outlet anymore! Since no computer is required to start a scan, you can carry it to anywhere, anytime! Whenever on the road, in a plane, a car or a café, you can digitize almost everything right away! Whether standing or sitting, you can complete your scan by simply gliding it over a surface. Even the posters on the wall or a pretty carton can be easily digitized!\n\n<b>Start instant scan with the feeder dock</b>\nWhen the scanner is attached to the feeder dock, the Avision’s MiWand 2 PRO allows you to start “instant scan” as soon as a page is fed into the feeding slot. The scan will be automatically started and the image is saved into a memory card with a predefined image mode and resolution. Furthermore, the whole unit allows you to scan paper up to legal size (216 x 355 mm or 8.5 x 14 inch).\n\n<b>Preview images with 1.8” color LCD display</b>\nThe Preview feature allows you to view your JPEG image on the color LCD screen for 2 seconds immediately after a scan to confirm the images you have just captured. In addition, you can also view all images individually or as a slideshow.\n\n<b>View images in iPad</b>\nThrough the mini USB port, the scanned documents can be easily transferred to iPad (with additional iPad Camera Kit) or any SmartPhone which supports USB Host or OTG capability.\n\n<b>Patented Double-Roller and Bookedge Design</b>\nThe innovative double roller technology delivers outstanding feeding reliability and image quality by significantly reducing the risk of skewing and distortion. The bookedge design makes book scanning fast and easy.
14132790;led_tvs,lg,tvs_projectors_sales;led_tvs;LG 26LT360C LED TV;LT Series - New dedicated platform of Hotel TV LED model with new, trendy design, without clock. Product is created to fulfill demands of all hoteliers with wide size range: 22" / 32" / 37" / 42" / 47".\n\n- USB Cloning\n- Hotel Mode\n- Welcome Screen\n- RJP Interface\n- Multi IR Code\n- IR Out\n- Commercial Dedicated Tool
17396746;camcorders,cameras_sales,canon;camcorders;Canon LEGRIA HF G25;"<b>30.4mm Wide angle lens</b>\nCanon’s high performance HD Video lens technology delivers a superb 30.4mm, F1.8 lens with a smooth, 10x optical zoom, and 8-Blade iris for natural looking de-focus effects.\n\n<b>Advanced HD CMOS Pro Sensor</b>\nThe advanced HD CMOS PRO sensor gives you superb low light performance and a wide dynamic range. The sensor originally designed and manufactured by Canon for its professional camcorders has further improved light transmittance providing an extra 20%. boost in low-light sensitivity.\n\n<b>Full manual control</b>\nA manual lens ring allows intuitive control of focus. Full manual control of exposure, aperture, shutter speed and gain is possible via the touch screen LCD. A custom key and manual dial put you in complete control of your creativity.\n\n<b>Optical Intelligent Image Stabilisation</b>\nIntelligent IS is the perfect solution to combat camera shake. It automatically detects the scene and selects exactly the right optical Image Stabilizer settings from 4 modes to counteract movement and prevent blur. It ensures sharp, detailed videos in every situation leaving you free to concentrate on shooting.\n\n<b>Audio Scene Select</b>\nIt’s simple to make your movies sound as good as they look with Audio Scene Select and a high-sensitivity, built-in zoom microphone. Just select from 5 scene modes and audio settings are optimised automatically to match the scene you’re shooting. Optional Canon 5.1 surround and Wireless mics are also available.\n\n<b>High-resolution 8.8cm Touch-screen</b>\nA high-resolution 920k dot, 8.8cm touch screen LCD is optimised for shooting in HD and provides 100% coverage of the scene. A retractable, colour viewfinder adds to your shot-framing options.\n\n<b>Instant AF; Face Detection</b>\nInstant AF provides fast and accurate focussing for pin-sharp HD quality. Face Detection automatically optimises camcorder settings for perfectly focussed and exposed people shots.\n\n<b>Protective lens hood with barrier</b>\nA large lens hood that shuts out unwanted flare from external light sources is included as standard. It incorporates a fast-opening lens barrier that automatically protects without the need for a separate lens cap. So you will always be ready to shoot.\n\n<b>32GB memory plus 2x SDXC slots</b>\nFull HD AVCHD video is recorded at up to 24mbps to 32GB built-in flash memory – for over 12 hours recording. Dual SDXC card slots and Relay Recording ensure enough capacity for the most ambitious movie projects."
1279259;audio_video_sales,mp3_players,philips;mp3_players;Philips PSS231;Live out loud\n\nMP3 player with powerful speakers\n\nEnjoy powerful sound from ShoqBox, a palm-sized MP3 player with built-in speakers that\nfeature XSL Acoustics. Enjoy up to 500 songs on the road or with friends at home. Go\non and play it loud!\n\n<b>Powerful sound from a small player</b>\n- Built-in speakers with XSL Acoustics for potent sound\n\n<b>Freedom to enjoy music anywhere</b>\n- Take up to 500 songs with you on the go (1GB*)\n- Palm-sized companion at home and on the road\n- Built-in rechargeable battery\n\n<b>All-in-one convenience</b>\n- Use as portable speakers for any music player or PC\n- PlaysForSure* with Windows XP only\n- Wake up to your own music or alarm
301347;audio_video_sales,logitech,loudspeakers;loudspeakers;Logitech Z-5450 Digital 5.1 Speaker System;Eliminate the hassle of hiding speaker wires! Immerse yourself in clutter-free, high-fidelity digital surround sound with Logitech´s THX-certified, 315-watt Z-5450 Digital 5.1 speaker system with digital hardware decoder and dual wireless rear speakers. The Digital SoundTouch Control Center supports Dolby Digital and DTS soundtracks, and includes digital and analog inputs for connecting DVD players, PCs, video game consoles, MP3 players, and more. Fine-tune your listening experience with a convenient wireless remote. Wall-mountable satellites help make installation easy in any room. The patented dual-chamber subwoofer enhances your games, music, and movies with thundering distortion-free bass.\n\n- Eliminate the clutter of rear speaker wires!  The Logitech Z-5450 digital speaker package includes dual wireless rear speakers for simple, clutter-free installation. Satellite speaker stands rotate for easy wall mounting. \n- Listen to crystal-clear, high-quality audio through rear speaker adaptive channel hopping with redundant transmissions. \nExperience earth-shaking bass. 310-watt RMS delivers thunderous power. Patented dual-chamber subwoofer plays louder and goes lower for unbelievable bass. \n- Experience the full sonic experience of a movie theater. The THX certification guarantees high-quality audio. And the Z-5450 Digital speakers include a hardware DTS® decoder for master-quality sound as well as support for DTS® 96/24, an enhanced, higher-resolution, studio-quality format available on many DVD video and DVD Audio discs. \n- Enjoy smoother frequency response. Advanced aluminum phase plug drivers are further enhanced by a Digital EQ. The Logitech Z-5450 Digital Speakers include Dolby® Pro Logic II decoding for surround-sound playback from 2-channel analog sources, creating realistic 5.1 surround sound from stereo music, movies and games. Digital equalization actively adjusts frequency response in real time for the cleanest, most accurate sound reproduction. \n- View and change the effects settings, adjust or mute the volume, decode Dolby Digital, and use the auxiliary input jack for connecting your iPod or MP3 player--all wirelessly--with the compact Digital SoundTouch Control Center.
18264047;audio_video_sales,hp,loudspeakers;loudspeakers;HP Mini S4000;Hear beautiful sound from a compact, modern designed, ultra-portable speaker - compatible with laptops, cell phones, portable game devices, MP3 players, tablets, desktop PCs.\n\n- The modern artistic design complements any device - all within an impressively compact palm-sized speaker.\n- Conveniently connect using a 3.5 mm headphone jack with laptops, cell phones, portable game devices or MP3 players – Plug, Play, Enjoy!\n- Share the music, presentation, videos and more with crisp clear acoustics that can easily be heard throughout the room.\n- Beautiful design made even better with your choice of dynamic metallic colors: black, white, red or pink. Also includes a convenient carrying pouch.\n- Experience uninterrupted enjoyment with a rechargeable internal lithium ion battery that lasts up to 12 hours.
14259892;led_tvs,samsung,tvs_projectors_sales;led_tvs;Samsung HG32EA590LS;The innovative LED technology with Samsung Smart Widget Solution\nThe Samsung LED Series 79/59 has raised the standard for premium Hospitality Displays. Combining the latest in LED technology with an elegant eye-catching design, it will become the focal point of your rooms.\nWith the image enhancing Slim LED technology and the latest in 3D imaging technology, the Series 79 delivers the highest image quality while providing your guests with an immersive 3D entertainment experience. Smart Hub and Smart Widget solution offer your guests an extra level of engagement and flexibility.
14097020;laser_led_printers,lexmark,print_scan_sales;laser_led_printers;Lexmark C748dte;<b>Intuitive color touch screen</b>\nThe easy-to-use 4.3-inch color touch screen provides audible feedback and tablet-like navigation to make device operation intuitive and simple.\n\n<b>Corporate color matching</b>\nMatch corporate colors on marketing collateral and brand-sensitive text and graphics with Lexmark Named Color Replacement and PANTONE® calibration.\n\n<b>Use less energy</b>\nThe instant warm-up fuser reduces energy consumption and delivers a time to first page as fast as 9 seconds in both black and color.\n\n<b>Multiple media support</b>\nExpand input capacity with optional paper drawers that let you load multiple paper types and boost total input capacity up to 4,300 sheets.\n\n<b>Eco-friendly printing</b>\nPrint responsibly with Eco-Settings that let you customize print settings and Hibernate Mode which reduces energy consumption to less than one watt.\n\n<b>High-speed processing</b>\nThe high-speed processor and Gigabit Ethernet networking mean fast data transfer and fast processing even on complex color documents.
18152107;audio_video_sales,mp3_players,sony;mp3_players;Sony NWZ-E473R MP3 player & recorder;Sony NWZ-E473R
13841946;led_tvs,philips,tvs_projectors_sales;led_tvs;Philips 46PFL8007K;<b>Be part of the action!</b>\n\n<b>Enjoy Full HD 3D and Smart TV with Ambilight</b>\nExperience a world of content with a Philips 46PFL8007 3D Smart LED TV. Enjoy endless possibilities of Smart TV Premium, SkypeTM on your TV with the provided TV camera and the unique remote control with integrated keyboard and pointer*.\n\n<b>Enjoy a world of content with Smart TV Premium</b>\n- Integrated Wi-Fi to use Smart TV wirelessly\n- A wealth of online apps, videos to rent and catch-up TV\n- Control the TV with your smart phone, tablet or keyboard\n- Find, schedule, record* & pause TV\n- Watch TV wherever you like at home with Wi-Fi smart screen*\n- Make voice and video calls with SkypeTM on your TV\n\n<b>Breathtaking performance</b>\n- Ambilight Spectra XL, a new Ambilight for more immersion\n- 3D Max Clarity 700 for stunning Full HD 3D experience\n- Enjoy any 2D content in flawless 3D at a push of a button\n- Unique 3D depth adjustment to view 3D the way you like it\n- Unique Two Player Full Screen Gaming mode for your 2D games\n- Full HD TV and Perfect Pixel HD Engine for unrivaled clarity\n- 800Hz Perfect Motion Rate (PMR) for superb motion sharpness
266794;cameras_sales,logitech,webcams;webcams;Logitech QuickCam Communicate STX;Logitech QuickCam Communicate STX -- Power Boost your Video. The Logitech QuickCam Communicate STX takes your video communication to the next level, and looks cool doing it. High performance VGA optics and integrated microphone provide ultra sharp video and crisp, clear audio. Add video to MSN Messenger, and share a real smile. Make live video calls and share photos seamlessly with Logitech Video Call* for broadband. Communicate STX even lets you "go big" by taking your video full screen. While you're broadcasting, the Vivid Blue light lets you know you're "live". Logitech QuickCam Communicate STX works with all popular IMs including MSN® Messenger®, AIM®, AOL® Instant MessengerTM, Yahoo!® Messenger, and Windows® Messenger (on XP).QuickCam Communicate STX is easy to set up and comes complete with all the software you need for an outstanding video communication experience. It is also supplied with two stands, including an adjustable flat panel monitor clip, so you can use the STX with virtually any monitor or flat panel display. \n\nHigh performance VGA optics for sharp images at up to 30 frames per secondIntegrated, high quality microphone for handsfree, clear audioFull screen video capableLive video calling plus photo sharing with Logitech Video Call* for broadbandStill image capture at 1.3 megapixels (software interpolated)"Vivid Blue" activity light Works with all popular IMs:–MSN® Messenger–AIM®/AOL® Instant MessengerTM–Yahoo!® Messenger–Windows® Messenger (on XP)Includes adjustable flat panel clip that fits on any monitor.USB 2.0 and 1.1 certified2 year limited warrantySimple to set-up and use.
1316833;laser_led_printers,print_scan_sales,samsung;laser_led_printers;Samsung CLP-660ND;The powerful, network-ready SAMSUNG CLP-660ND color laser printer delivers full color or black text at blazing print speeds up to 25ppm, with the first-page-out-times in less than 14 seconds. To help you stay focused without interruption, the 660ND includes a 250 page cassette tray. Once you own the CLP-660ND it’s hard to imagine working without it.\n\n<B>maximize efficiency</b>\n- Samsung CLP-660ND achieves exceptional printing results while reducing total operating costs and producing a low cost per page. Maximize efficiency for your business with the effective Samsung CLP-660ND. What’s more, the CLP-660ND has a Duplex facility available on option, meaning lower paper consumption and even greater efficiency for your business.\n\n<B>device management solution</b>\n- While we’ve increased the speed of our printers to let you get on with the work at hand, we realize you won’t want to compromise on quality. With the ability to produce up to 24 pages per minute in A4 (up to 25ppm in Letter), Samsung’s new printer range possesses the capacity to provide quality printouts at break-neck speeds, providing the ideal environment for maximum productivity in a home or business setting.\n\n<B>high memory capacity</b>\n- Increase efficiency in your office with a higher memory capacity. Give your business the ability to operate at its fullest potential with an expandable memory of up to 640 MB.\n\n<B>duplex printing</b>\n- Enhance your efficiency with the built-in, one-touch automatic duplex feature. Printing double-sided documents saves money and time.\n\n<B>ENERGY STAR compliant</b>\n- By being ENERGY STAR compliant you are assured that your Samsung model is helping the environment by using less energy while saving you money. ENERGY STAR is a joint program of the U.S. Environmental Protection Agency and the U.S. Department of Energy promoting energy efficiency.
13605290;cameras_sales,canon,digital_cameras;digital_cameras;Canon EOS 5D Mark III + EF 24-105 F4L IS USM;EOS 5D Mark III is generated by a full-frame 22.3-megapixel CMOS sensor that can shoot up to 6 frames per second (fps). Powered by Canon's state-of-the-art DIGIC 5+ image processor, the EOS 5D MARK III is capable of incredible ISO speeds of up to 25600 (expandable to 102400). A newly expanded 61-point Auto-Focus (AF) system makes it easier to track subjects with higher levels of precision and speeds.\n\n<b>22.3-megapixel sensor</b>\nHigh resolution 22.3-megapixel images of superb quality and detail are attained from Canon's cutting-edge full-frame CMOS sensor technology. New photodiode construction, gapless microlens array and on-chip noise reduction circuitry on the CMOS keep image data clean and clear even at high ISO settings and long exposures, so your photographic vision is never compromised.\n\n<b>61-point high-density reticular AF</b>\nThe EOS 5D Mark III features a next-generation Auto Focus (AF) system sporting 61 point high-density reticular AF (41 cross-type points) that offers wide, auto focus coverage at high precision as well as enhanced subject tracking capability.\n\nIt offers multi-zone wide-area AF for better tracking, has 5 central dual cross-type points (f/2.8 diagonal), 21 central cross-type points (f/5.6 horizontal & vertical) and 20 outer cross-type points (f/4.0 horizontal) and is sensitive in extremely low-light situations (EV-2 for a central point with a f/2.8 lens).\n\nThe technological advancement in the EOS 5D Mark III dramatically expands focusing accuracy to support a larger range of f/4.0 and f/5.6 lenses.\n\n<b>ISO expandable to 102400</b>\nNo matter your exposure requirements, the EOS 5D Mark III allows flexible ISO speed settings of ISO 100 – 25600 and expandable to L: ISO50, H1: 51200 and H2: 102400 to adjust the camera's sensitivity to light. From low light indoor environments to the great outdoors in broad daylight, the EOS 5D Mark III captures every picture in the best possible light.
1596349;audio_video_sales,loudspeakers,trust;loudspeakers;Trust 2.0 Speaker Set for Mac;- High quality speaker set for Mac with 12 Watt RMS power.\n- Easy accessible headset connection.\n- Extra input to connect iPod or MP3 player.
